TAXONOMIC ORDER,COMMON NAME,OBSERVATION COUNT,LATITUDE,LONGITUDE,OBSERVATION DATE,TIME OBSERVATIONS STARTED
8043,Black Swift,12,47.662576,-122.12052,6/16/16,4:00:00
8043,Black Swift,2,47.737632,-121.958463,6/20/16,20:54:00
8043,Black Swift,2,47.5416862,-121.8378156,6/20/16,20:05:00
8043,Black Swift,1,47.662576,-122.12052,6/30/16,5:30:00
8043,Black Swift,1,47.663868,-122.4215317,6/12/16,5:55:00
8043,Black Swift,4,47.6701559,-122.1102905,7/30/16,8:28:00
8043,Black Swift,2,47.5645542,-122.0550401,7/2/16,11:45:00
8043,Black Swift,1,47.6881,-122.256142,7/11/16,12:04:00
8043,Black Swift,4,47.6701559,-122.1102905,7/30/16,8:28:00
8043,Black Swift,5,47.663868,-122.4215317,7/3/16,5:45:00
8043,Black Swift,2,47.4548197,-121.4393306,7/23/16,9:45:00
8043,Black Swift,1,47.6804719,-122.250967,7/5/16,6:30:00
8043,Black Swift,3,47.5597558,-122.0549817,7/5/16,11:22:00
8043,Black Swift,2,47.5429207,-121.8375518,7/3/16,19:16:00
8043,Black Swift,2,47.5429207,-121.8375518,7/3/16,19:16:00
8043,Black Swift,1,47.737632,-121.958463,7/15/16,14:15:00
8043,Black Swift,1,47.654164,-122.054583,7/16/16,6:46:00
8043,Black Swift,1,47.6815336,-122.2505453,7/13/16,
8043,Black Swift,4,47.5063597,-121.7896271,7/18/16,19:00:00
8043,Black Swift,2,47.159631,-121.908856,7/22/16,15:00:00
8043,Black Swift,1,47.5597558,-122.0549817,7/6/16,12:15:00
8043,Black Swift,1,47.5597558,-122.0549817,7/5/16,10:13:00
